src,dst
0,16332
1,32112
2,15128
2,30380
30380,15897
30380,32768
3,38969
4,20743
5,49218
6,17904
6,44108
17904,12922
7,9206
9206,36450
8,41284
41284,6516
9,15343
10,4004
11,40485
12,17802
13,17785
17785,14506
17785,15832
17785,19124
17785,38510
17785,43130
14,6753
6753,48
6753,504
6753,735
6753,768
6753,871
6753,1073
6753,1077
6753,1217
6753,1315
6753,1518
6753,1589
6753,1680
6753,1706
6753,1721
6753,1801
6753,1917
6753,2093
6753,2310
6753,2320
6753,2385
6753,2641
6753,2665
6753,2743
6753,2911
6753,2951
6753,2997
6753,3329
6753,3462
6753,3721
6753,3820
6753,4100
6753,4153
6753,4253
6753,4296
6753,4301
6753,4644
6753,4789
6753,4838
6753,5081
6753,5237
6753,5622
6753,5809
6753,6504
6753,6524
6753,6598
6753,6839
6753,6947
6753,6979
6753,7057
6753,7063
6753,7203
6753,7221
6753,7227
6753,7305
6753,7419
6753,7757
6753,7877
6753,8193
6753,8433
6753,8461
6753,8476
6753,8853
6753,8894
6753,8963
6753,9273
6753,9939
6753,10207
6753,10250
6753,10316
6753,10391
6753,10868
6753,11110
6753,11255
6753,11262
6753,11435
6753,11464
6753,11641
6753,11800
6753,11936
6753,11945
6753,12048
6753,12249
6753,12566
6753,12698
6753,12930
6753,12967
6753,13001
6753,13127
6753,13160
6753,13390
6753,13490
6753,13854
6753,13923
6753,13950
6753,14039
6753,14148
6753,14177
6753,14596
6753,14628
6753,14643
6753,15115
6753,15344
6753,15412
6753,15461
6753,15719
6753,15730
6753,16094
6753,16164
6753,16270
6753,16371
6753,16403
6753,16579
6753,16699
6753,16805
6753,16893
6753,17200
6753,17354
6753,17387
6753,17404
6753,17523
6753,17626
6753,18252
6753,18276
6753,18559
6753,18826
6753,19081
6753,19388
6753,19616
6753,19738
6753,19841
6753,20387
6753,20473
6753,20676
6753,20855
6753,21080
6753,21169
6753,21183
6753,21191
6753,21358
6753,21526
6753,21650
6753,21711
6753,21724
6753,21730
6753,22175
6753,22356
6753,22536
6753,22758
6753,22803
6753,22883
6753,23057
6753,23192
6753,23495
6753,23664
6753,23782
6753,23820
6753,24032
6753,24077
6753,24171
6753,24348
6753,24353
6753,24803
6753,24930
6753,24932
6753,25133
6753,25148
6753,25173
6753,25312
6753,25454
6753,25491
6753,25509
6753,25602
6753,25662
6753,25890
6753,26089
6753,26460
6753,26488
6753,26525
6753,26607
6753,26698
6753,26729
6753,26880
6753,26958
6753,27068
6753,27400
6753,27666
6753,27718
6753,28006
6753,28074
